   9346   0.0748     9.56     0.13    -0.30     0.14         1
   9352   0.0242     8.96     0.13    -0.94     0.08         1
  14460   0.0314     8.57     0.15    -2.66     1.35         1
  14496   0.0474     8.65     0.14    -1.46     0.24         2
  14515   0.0457     9.07     0.13    -0.62     0.21         1
  14552   0.0767    10.89     0.13    -1.20     0.29         2
  14555   0.0256     8.76     0.08    -0.36     0.02         1
  14564   0.0252     8.21     0.14    -1.59     0.34         1
  14581   0.0255     8.12     0.14    -1.84     0.41         1
  14592   0.0580     9.94     0.11    -0.54     0.17         2
  14626   0.0541     9.47     0.12    -0.69     0.11         2
  14638   0.0254     8.10     0.15    -1.70     0.23         2
  14639   0.0250     7.68     0.16    -1.45     0.32         1
  14649   0.0535     9.03     0.13    -0.64     0.12         1
  14652   0.0536     9.20     0.13    -1.21     0.58         1
  14677   0.0721     8.85     0.14    -0.39     0.19         1
  14749   0.0786     9.80     0.12     0.08     0.12         1
  14759   0.0402     8.22     0.14    -1.32     0.07         1
  14799   0.0722     8.62     0.15    -0.31     0.17         1
  14800   0.0532     9.27     0.14    -0.42     0.27         1
  14812   0.0247     9.95     0.12    -0.15     0.05         1
  14814   0.0249   -99.00   -99.00    -1.49     0.54        -9
  14857   0.0251     7.81     0.16    -1.86     0.16         1
  14861   0.0531     8.56     0.16    -1.16     0.30         1
  14912   0.0177     7.90     0.15    -2.26     0.15         1
  14984   0.0696     9.60     0.13    -0.24     0.06         1
  14996   0.0531     8.78     0.15    -1.18     0.16         1
  14997   0.0387     8.08     0.15    -2.19     0.55         1
  15008   0.0772    10.25     0.11    -0.42     0.06         2
  15062   0.0771     9.70     0.12    -0.43     0.74         1
  15103   0.0533     9.99     0.12    -1.76     0.29         2
  15140   0.0672     8.73     0.16    -0.64     0.74         1
  15154   0.0774    10.37     0.12     0.43     0.06         1
  15159   0.0505     9.24     0.11    -0.27     0.62         1
  15160   0.0777    10.63     0.11    -0.18     0.02         2
  15162   0.0504     9.70     0.12     0.06     0.04         1
  15163   0.0501     9.39     0.13    -1.67     0.68         2
  15164   0.0405     8.46     0.14    -2.01     0.65         2
  15165   0.0775    11.13     0.10     0.15     0.06         1
  15166   0.0771     9.62     0.11    -2.05     0.74        -9
  15173   0.0507     8.70     0.14    -0.88     0.12         1
  15175   0.0533     8.54     0.13    -0.72     0.48         1
  15187   0.0529     9.93     0.13     0.09     0.08         1
  15190   0.0663     9.97     0.12     0.04     0.05         1
  15191   0.0533     8.98     0.13    -1.56     0.44         2
  15205   0.0257     7.61     0.19    -1.70     0.16         1
  15216   0.0411     7.80     0.10    -0.59     0.09         1
  15218   0.0256     9.05     0.12    -0.64     0.31         1
  15219   0.0772     9.34     0.14    -0.41     0.09         1
  15220   0.0255     8.97     0.13    -0.93     0.05         1
  15224   0.0782     9.17     0.13    -0.21     0.11         1
  15309   0.0777     9.71     0.12    -0.44     0.17         1
  15317   0.0550     9.86     0.11    -1.66     0.32         2
  15326   0.0549     8.52     0.16    -1.39     0.18         1
  15327   0.0406     8.44     0.16    -0.76     0.82         1
  15339   0.0518     8.98     0.12    -0.54     0.08         1
  15346   0.0750    10.43     0.11     0.11     0.07         1
  15364   0.0402    10.44     0.11    -1.92     0.31         2
  15379   0.0494     8.98     0.14    -0.70     0.16         1
  15418   0.0541     8.50     0.16    -0.86     0.17         1
  15444   0.0545    10.63     0.11    -1.14     0.13         2
  15465   0.0779     9.19     0.14    -0.18     0.18         1
  15481   0.0541    11.08     0.11    -1.36     0.24         2
  15490   0.0537     9.56     0.13    -0.26     1.19         1
  15497   0.0543     8.82     0.15    -1.61     0.40         1
  15509   0.0538    10.13     0.12    -2.15     0.40         2
  15510   0.0546    10.15     0.12    -0.14     0.07         1
  15514   0.0537     8.91     0.14    -0.90     0.14         1
  15516   0.0547     9.04     0.13    -0.40     0.08         1
  15537   0.0539     8.81     0.14    -0.58     0.59         1
  15538   0.0543     9.09     0.14    -1.95     0.51         2
  15544   0.0386     9.37     0.12    -0.12     0.05         1
  15561   0.0291     8.19     0.14    -1.34     0.06         1
  15630   0.0652     9.59     0.13    -0.45     0.10         1
  15631   0.0560     8.90     0.13    -1.13     0.11         2
  15766   0.0550     8.94     0.13    -0.86     0.00         1
  15800   0.0550     8.87     0.14    -0.61     0.11         1
  15823   0.0570     9.19     0.14    -1.31     0.93         1
  15847   0.0570     9.50     0.12    -0.10     0.31         1
  15852   0.0570     8.46     0.14    -0.86     0.09         1
  15855   0.0567     9.65     0.13    -0.23     0.09         1
  15898   0.0568    10.95     0.11     0.12     0.03         1
  15958   0.0559     9.95     0.11    -0.42     0.13         2
  15961   0.0305     8.76     0.09    -0.67     0.22         1
  15973   0.0299     8.49     0.13    -1.05     0.14         1
  15992   0.0561     9.72     0.12    -0.82     0.08         1
  16018   0.0540     9.80     0.12    -0.16     0.52         1
  16022   0.0536    10.45     0.11    -1.18     0.06         2
  16026   0.0538    10.23     0.13     0.15     0.02         1
  16050   0.0538     8.59     0.16    -0.65     0.22         1
  16065   0.0540     8.74     0.14    -2.24     0.83         1
  16070   0.0554     9.40     0.12    -0.80     0.13         2
  16242   0.0342    10.48     0.11    -0.58     0.09         2
  16243   0.0712     9.96     0.12    -1.43     0.56         2
  16254   0.0714    10.20     0.12    -0.02     0.08         1
  16294   0.0290     8.87     0.13    -0.75     0.38         1
  16310   0.0290     8.02     0.17    -2.03     0.22         1
  16317   0.0341    10.58     0.12    -2.46     0.04         2
  16327   0.0782    10.77     0.11     0.42     0.07         1
  16330   0.0780    10.10     0.12     0.30     0.39         1
  16333   0.0298     8.39     0.14    -1.29     0.80         1
  16354   0.0787     9.34     0.13    -0.29     0.11         1
  16362   0.0782     9.11     0.13    -1.27     0.05         2
  16372   0.0313    10.04     0.11    -1.94     0.33         2
  16383   0.0782     9.34     0.13    -0.33     0.39         1
  16386   0.0785    10.48     0.10    -0.23     0.47         1
  16392   0.0296     9.21     0.11    -2.95     0.62         2
  16412   0.0135     7.67     0.15    -2.11     0.12         2
  16416   0.0616     9.11     0.12    -1.42     0.22         2
  16426   0.0307     9.10     0.13    -1.77     0.36         1
  16428   0.0720    10.17     0.12     0.28     0.13         1
  16429   0.0305     9.33     0.12    -2.56     0.61         2
  16430   0.0308     9.20     0.12    -1.28     0.16         2
  16444   0.0260     8.08     0.16    -1.36     0.09         1
  16445   0.0141     7.54     0.14    -2.09     0.09         1
  16487   0.0558     9.68     0.12    -0.80     0.13         2
  16488   0.0310     8.04     0.13    -0.98     0.19         1
  16498   0.0363     8.59     0.14    -1.12     0.38         1
  16507   0.0559    10.93     0.12    -1.64     0.42         2
  16514   0.0567    10.99     0.11    -1.71     0.29         2
  16515   0.0575     9.68     0.11    -2.26     0.63         2
  16519   0.0569     9.56     0.11    -2.47     0.59         2
  16521   0.0554     9.96     0.11    -2.42     0.45         2
  16522   0.0724     9.81     0.13     0.04     0.08         1
  16523   0.0569     9.23     0.13    -0.78     0.16         2
  16525   0.0566    10.29     0.11    -2.20     0.49         2
  16526   0.0562    10.28     0.11    -1.65     0.32         2
  16534   0.0567     9.58     0.12    -1.41     0.22         2
  16537   0.0563     8.78     0.14    -1.44     0.16         1
  16547   0.0339     8.68     0.14    -1.36     0.28         1
  16561   0.0562     9.72     0.11    -2.09     0.44         2
  16566   0.0792     9.83     0.12    -0.15     0.08         1
  16567   0.0782    10.85     0.11    -1.52     0.30         2
  16570   0.0779    10.49     0.12    -0.06     0.09         2
  16590   0.0584     8.59     0.16    -1.45     0.37         1
  16591   0.0556     8.96     0.13    -2.56     0.62         2
  16594   0.0785     9.29     0.13    -1.86     0.67         1
  16607   0.0577     9.51     0.11    -0.66     0.15         1
  16623   0.0634     8.76     0.15    -0.64     0.13         1
  16739   0.0573     8.48     0.14    -0.64     0.16         1
  16792   0.0501    10.39     0.12     0.02     0.02         1
  16811   0.0578     8.38     0.14    -0.67     1.17         1
  16823   0.0331     8.39     0.15    -2.15     0.40         1
  16828   0.0063     8.92     0.13    -0.90     0.06         1
  16832   0.0706     9.01     0.13    -0.59     0.10         1
  16838   0.0786     9.89     0.12    -0.35     0.08         1
  16848   0.0331     8.36     0.14    -0.91     0.28         1
  16863   0.0061     8.57     0.11    -1.30     0.80         1
  16869   0.0327     8.41     0.14    -2.10     0.22         1
  16873   0.0331     8.31     0.14    -1.71     0.12         1
  16888   0.0072     6.53     0.14    -2.72     0.05        -9
  16918   0.0328     8.37     0.15    -1.21     0.28         1
  16919   0.0701     8.78     0.15    -0.84     0.10         1
  16926   0.0504    10.32     0.11    -0.98     0.09         2
  16948   0.0265     8.75     0.10    -0.55     0.09         1
  16982   0.0706     8.78     0.14    -1.07     0.37         1
  16993   0.0582     9.84     0.12     0.12     0.05         1
  17030   0.0274     7.88     0.16    -1.59     0.08         1
  17047   0.0557     8.50     0.15    -0.76     0.73         1
  17055   0.0285     8.06     0.16    -1.75     0.34         1
  17134   0.0342     8.74     0.12    -0.71     0.07         1
  17138   0.0706    10.20     0.10    -1.16     0.35         2
  17176   0.0270     8.08     0.16    -1.28     0.05         1
  17188   0.0751    10.84     0.12    -0.26     0.13         2
  17189   0.0616     9.21     0.14    -0.79     0.10         1
  17215   0.0754     9.00     0.13    -0.40     0.47         1
  17259   0.0403     8.45     0.16    -1.78     0.62         2
  17263   0.0427     8.41     0.15    -1.18     0.12         1
  17273   0.0691    10.40     0.12     0.42     0.02         1
  17293   0.0649     9.22     0.12    -1.13     0.17         2
  17294   0.0644    10.34     0.11    -1.55     0.21         2
  17296   0.0434     8.60     0.13    -0.82     0.09         1
  17312   0.0799    10.58     0.11    -1.89     0.59         1
  17314   0.0432    10.43     0.11    -0.69     0.08         2
  17319   0.0462     9.87     0.12    -2.46     0.58         2
  17359   0.0328     8.68     0.12    -1.08     0.57         1
  17360   0.0482     9.01     0.13    -0.99     0.14         1
  17362   0.0349     8.82     0.12    -0.83     0.45         1
  17385   0.0349    10.27     0.11    -2.21     0.35         2
  17407   0.0557     8.84     0.16    -1.05     0.16         1
  17410   0.0347     8.43     0.16    -2.42     0.56         1
  17414   0.0427     9.49     0.12     0.04     0.05         1
  17429   0.0435     8.51     0.13    -0.79     0.22         1
  17430   0.0690     9.00     0.15    -1.22     0.08         1
  21809   0.0730     9.44     0.13    -0.47     0.13         1
  21810   0.0744    10.51     0.11    -1.07     0.12         2
  21832   0.0737     8.98     0.14    -0.44     0.09         1
  21836   0.0199     8.21     0.14    -2.31     0.46         1
  21883   0.0776     9.41     0.11     0.06     0.08         1
  21885   0.0744    10.10     0.11    -1.21     0.26         2
  21887   0.0740    10.63     0.10    -1.33     0.18         2
  21901   0.0735     9.18     0.13    -0.62     0.15         1
  21910   0.0182     7.71     0.12    -1.16     0.01         1
  21929   0.0747     9.87     0.11    -0.58     0.11         2
  21930   0.0754     9.92     0.11    -0.38     0.13         1
  21933   0.0746     9.53     0.12    -0.62     0.13         1
  21953   0.0770    10.81     0.11     0.85     0.00         2
  21954   0.0770     9.71     0.12    -0.31     0.09         1
  21958   0.0408     8.77     0.14    -1.19     0.25         1
  21963   0.0765     9.41     0.12    -0.83     0.15         2
  21976   0.0758     9.92     0.12    -0.44     0.14         2
  21979   0.0410     9.02     0.13    -0.62     0.10         1
  21990   0.0750    10.38     0.11    -1.04     0.09         2
  21993   0.0766     9.51     0.12    -0.51     0.11         1
  21994   0.0736    10.02     0.11    -2.01     0.47         2
  22000   0.0603     9.77     0.12    -0.77     0.22         2
  22065   0.0684     9.43     0.12    -0.30     0.03         1
  22070   0.0476     9.56     0.11    -0.11     0.29         1
  22071   0.0749     9.87     0.12    -0.20     0.09         1
  22093   0.0621     8.84     0.14    -0.68     0.12         1
  22119   0.0600     8.98     0.13    -0.65     0.05         1
  22121   0.0757     9.76     0.12    -0.26     0.06         1
  22170   0.0283     8.75     0.13    -0.72     0.11         1
  22175   0.0283     8.57     0.14    -0.98     0.14         1
  22178   0.0284     8.32     0.15    -1.09     0.22         1
  22200   0.0597     9.35     0.12    -0.68     0.10         1
  22240   0.0634     9.45     0.11    -1.32     0.18         2
  22345   0.0474    10.33     0.12     0.68     0.20         1
  22352   0.0473     8.84     0.13    -1.10     0.17         2
  22356   0.0470     9.42     0.13    -0.53     0.08         1
  22454   0.0783    10.40     0.12     0.81     0.06         2
  22457   0.0783     9.60     0.12    -0.38     0.10         1
  22463   0.0785     9.52     0.11    -0.91     0.14         2
  22480   0.0778     9.72     0.12    -0.09     0.11         1
  22486   0.0468     9.10     0.09    -0.07     0.09         1
  22554   0.0797    10.22     0.11     0.02     0.08         1
  22582   0.0778    11.07     0.11    -1.58     0.44         2
  22589   0.0786    10.33     0.11    -1.57     0.35         2
  22595   0.0783    11.14     0.10    -1.08     0.11         2
  22596   0.0780    10.73     0.12    -1.83     0.37         2
  22597   0.0778     9.69     0.11    -2.23     0.58         2
  22599   0.0771    10.33     0.11    -1.47     0.45         2
  22622   0.0780     9.05     0.14    -0.18     0.14         1
  22633   0.0705    10.33     0.12     0.65     0.07         1
  22634   0.0711     9.45     0.12     0.03     0.08         1
  22638   0.0779    10.25     0.12    -1.97     0.52         2
  22652   0.0777     9.58     0.13    -0.54     0.12         2
  22653   0.0792     9.35     0.13    -0.84     0.21         1
  22739   0.0630     9.81     0.11    -0.57     0.18         2
  22741   0.0063     9.75     0.16    -0.50     0.00         2
  22757   0.0764     9.12     0.14    -0.38     0.15         1
  22779   0.0474     8.60     0.14    -0.91     0.13         1
  22783   0.0627     9.38     0.12    -0.48     0.12         1
  22805   0.0394     9.81     0.13    -0.04     0.05         1
  22834   0.0393    10.38     0.13     0.50     0.00         1
  22836   0.0777    10.61     0.10    -1.55     0.43         2
  22839   0.0391     9.37     0.13    -0.74     0.12         1
  22844   0.0395    11.00     0.12     0.99     0.03         2
  22849   0.0786    10.54     0.10    -1.35     0.30         2
  22852   0.0645     9.15     0.12    -0.77     0.10         1
  22853   0.0644     8.85     0.10    -0.15     0.09         1
  22859   0.0489     9.36     0.13    -0.69     0.12         1
  22862   0.0796     9.66     0.13    -0.09     0.11         1
  22880   0.0646     9.50     0.12    -0.13     0.06         1
  22881   0.0784    10.25     0.11    -0.02     0.08         1
  22883   0.0641    10.48     0.11    -2.16     0.39         2
  22887   0.0362    10.49     0.11    -0.14     0.06         1
  22901   0.0646     9.13     0.13    -0.87     0.15         1
  22915   0.0786     9.86     0.12    -0.14     0.10         1
  22932   0.0393     9.39     0.12    -0.31     0.07         1
  22935   0.0643     9.91     0.13     0.21     0.06         1
  22936   0.0637     9.09     0.13    -0.96     0.20         1
  22948   0.0789     9.01     0.14    -0.36     0.63         1
  22962   0.0478     9.44     0.12    -0.65     0.11         1
  22965   0.0645     9.74     0.12    -0.45     0.08         1
  23037   0.0783    10.48     0.12     0.50     0.05         1
  23047   0.0782    10.02     0.10    -1.27     0.24         2
  23070   0.0791    10.90     0.10    -1.70     0.34         2
  23075   0.0488    10.39     0.11    -0.71     0.06         2
  23077   0.0779    10.05     0.11    -0.52     0.15         2
  23082   0.0785    11.13     0.10    -1.78     0.26         2
  23088   0.0790     9.40     0.12    -0.45     0.13         1
  23104   0.0780    10.62     0.11     0.23     0.01         1
  23110   0.0791     9.38     0.11    -0.10     0.10         1
  23225   0.0200    10.34     0.11    -2.04     0.33         2
  23247   0.0197     8.33     0.14    -2.29     0.44         1
  23265   0.0780    10.99     0.10    -1.48     0.34         2
  23266   0.0771    10.44     0.11    -1.88     0.37         2
  23291   0.0786     9.67     0.13    -0.13     0.12         1
  23319   0.0778    10.61     0.13    -1.70     0.21         2
  23337   0.0213     9.73     0.11    -0.91     0.04         2
  23341   0.0783    11.03     0.11    -0.69     0.15         2
  23346   0.0657    10.50     0.11    -0.03     0.06         1
  23362   0.0795     9.71     0.12    -0.48     0.11         1
  23375   0.0772     9.74     0.12    -0.04     0.06         1
  23381   0.0781    10.88     0.10    -1.10     0.49         2
  23391   0.0771    10.04     0.13     0.40     0.05         1
  23393   0.0778     9.99     0.12    -0.04     0.13         1
  23409   0.0773     9.52     0.11     0.10     0.06         1
  23434   0.0203     8.79     0.12    -2.99     0.52         1
  23456   0.0185     8.41     0.13    -2.98     0.38         2
  23483   0.0769     9.85     0.12     0.33     0.07         1
  23484   0.0788     9.94     0.11    -0.56     0.13         2
  23498   0.0491     9.76     0.13    -0.33     0.09         1
  23499   0.0490     9.19     0.12    -0.84     0.06         1
  23501   0.0769    10.24     0.11    -0.18     0.09         1
  23519   0.0213     8.15     0.14    -3.08     0.70         1
  23565   0.0371    10.34     0.11    -0.32     0.07         2
  23578   0.0206     8.42     0.13    -1.56     0.10         1
  23591   0.0252     8.89     0.12    -1.31     0.15         1
  23593   0.0201     8.56     0.13    -1.70     0.11         2
  23596   0.0791     9.73     0.11     0.24     0.04         1
  23601   0.0773     9.68     0.11    -1.98     0.53         2
  23616   0.0781    10.02     0.10    -0.74     0.17         2
  23619   0.0765    11.00     0.10    -0.56     0.11         2
  23621   0.0773     9.45     0.12    -0.73     0.10         2
  23623   0.0777    11.30     0.10    -0.47     0.38         2
  23629   0.0769     9.91     0.11    -0.45     0.09         1
  23630   0.0772     9.96     0.11    -1.87     0.49         2
  23651   0.0781     9.88     0.12    -0.71     0.12         2
  23669   0.0218     8.77     0.14    -1.10     0.08         1
  23710   0.0205     7.89     0.13    -1.54     0.11         1
  23737   0.0204     8.26     0.14    -3.16     0.63         1
  23746   0.0469     9.50     0.10     0.22     0.13         1
  23751   0.0787    10.48     0.11     0.01     0.06         1
  23837   0.0794     9.16     0.12    -0.34     0.08         1
  23838   0.0795     8.86     0.11    -0.15     0.36         1
  23868   0.0213     8.68     0.13    -1.28     0.10         1
  23873   0.0694     9.86     0.12    -0.06     0.07         1
  23968   0.0746     9.32     0.12    -0.30     0.07         1
  23971   0.0749     9.36     0.13    -0.46     0.10         2
  23998   0.0780     9.65     0.12    -0.26     0.12         1
  24013   0.0501    10.55     0.13     0.89     0.03         1
  24017   0.0745     9.53     0.13    -0.47     0.09         1
  24026   0.0750    10.62     0.11    -1.48     0.29         2
  24031   0.0502     8.84     0.14    -2.07     0.82         1
  24058   0.0503     8.61     0.12    -0.25     0.32         1
  24060   0.0779     9.68     0.11    -0.74     0.17         1
  24080   0.0650     9.48     0.12     0.26     0.00         1
  24087   0.0793     9.96     0.12    -0.46     0.12         1
  24102   0.0790    10.22     0.11    -2.26     0.42         2
  24103   0.0211     8.74     0.14    -1.66     0.06         1
  24105   0.0756     9.89     0.12     0.00     0.11         1
  24106   0.0788     9.10     0.13    -0.38     0.09         1
  24200   0.0748     9.71     0.11    -2.32     0.48         2
  24207   0.0213     8.85     0.12    -1.07     0.11         1
  24236   0.0793     9.68     0.13    -0.64     0.33         2
  24279   0.0778    10.06     0.12     0.24     0.09         1
  24372   0.0745     9.21     0.14    -0.48     0.16         1
  24399   0.0296     8.46     0.12    -1.20     0.05         1
  24400   0.0743    10.73     0.11    -1.36     0.26         2
  24401   0.0786    10.12     0.11    -1.54     0.32         2
  24414   0.0229     8.29     0.14    -1.52     0.11         1
  24433   0.0280     9.16     0.12    -1.16     0.08         1
  28654   0.0347     9.14     0.13    -0.55     0.79         1
  28709   0.0252     8.11     0.16    -1.11     0.16         1
  28725   0.0535     9.05     0.13    -0.93     0.10         1
  28736   0.0462     9.21     0.12    -0.44     0.21         1
  28737   0.0255     7.99     0.16    -1.77     0.30         2
  28738   0.0463    10.05     0.13     0.01     0.04         1
  28739   0.0705     9.19     0.12    -0.33     0.07         1
  28741   0.0542     8.37     0.14    -1.76     0.62         1
  28742   0.0527     8.04     0.08    -0.59     0.32         1
  28743   0.0512     8.24     0.15    -1.26     0.16         2
  28758   0.0777    10.67     0.12    -1.93     0.36         2
  28759   0.0774     9.84     0.12    -1.73     0.38         2
  28770   0.0255     8.05     0.15    -2.43     0.74         1
  28775   0.0597     9.04     0.13    -1.63     1.06         1
  28783   0.0783     9.14     0.13    -0.54     0.12         1
  28790   0.0532     9.38     0.13    -0.56     0.09         1
  28798   0.0534     8.76     0.14    -1.61     0.68         1
  28831   0.0759     8.79     0.15    -0.75     0.18         2
  28837   0.0547     9.50     0.13    -0.54     0.26         1
  28860   0.0258     9.43     0.12    -0.40     0.08         1
  28864   0.0255     8.37     0.13    -2.22     0.28         1
  30255   0.0744    10.25     0.12    -0.14     0.05         2
  30327   0.0777    10.53     0.12    -0.19     0.06         2
  30346   0.0208    10.43     0.13     0.24     0.04         1
  30347   0.0794    10.43     0.11    -1.32     0.28         2
  30350   0.0271     7.42     0.19    -1.56     0.16         1
  30361   0.0767    11.35     0.10    -1.28     0.12         2
  30362   0.0780    10.10     0.13     0.16     0.06         1
  30363   0.0793    10.92     0.11    -0.38     0.08         2
  30364   0.0787    10.56     0.11    -2.58     0.00         2
  30365   0.0780    10.08     0.12    -0.10     0.09         1
  30366   0.0777    10.08     0.13     0.20     0.05         1
  30367   0.0765    10.70     0.10    -1.68     0.14         2
  30368   0.0776     9.57     0.12    -1.08     0.21         2
