219.58,658.08,671.035,6.3021612175375,-0.738633815885235,-0.448179996343781,0.290453819541454
237.446,656.242,664.541,6.49976772994735,-0.779842161722149,-0.593776839578223,0.186065322143926
255.552,654.931,662.148,6.70002875724461,-0.809235056930086,-0.647428401921928,0.161806655008157
273.652,649.556,655.513,6.90022342166969,-0.929743685261642,-0.796186494755395,0.133557190506248
291.709,633.039,638.745,7.09994248551077,-1.3000582925458,-1.17212857473001,0.127929717815789
309.814,636.054,640.913,7.30019245232934,-1.23246135963052,-1.12352155961879,0.108939800011728
327.871,634.35,637.778,7.49991151617042,-1.27066539733786,-1.19380891772473,0.076856479613131
345.972,634.35,637.134,7.70011724107419,-1.27066539733786,-1.20824753291459,0.062417864423265
364.006,630.453,632.944,7.89958191390523,-1.35803695540448,-1.3021882124884,0.055848742916076
382.129,623.6,626.265,8.10003096934035,-1.51168265400097,-1.45193279455844,0.05974985944253
400.234,626.222,628.291,8.30028093615892,-1.4528968635851,-1.40650944925617,0.04638741432893
418.291,622.07,624.189,8.5,-1.54598557518186,-1.49847715035683,0.047508424825034
436.392,617.046,618.975,8.70020572490377,-1.65862470983074,-1.61537612489092,0.043248584939827
454.49,614.95,617.051,8.90037826837146,-1.70561746982757,-1.65851260878113,0.047104861046437
472.554,613.375,615.254,9.10017475556342,-1.74092930045496,-1.69880172601124,0.04212757444372
490.61,609.705,611.616,9.29988275892581,-1.82321147086925,-1.78036644970802,0.042845021161227
508.63,602.36,604.243,9.49919258505508,-1.98788791274744,-1.94567065746403,0.04221725528341
526.86,595.81,597.705,9.70082511171083,-2.13474028773753,-2.09225398993505,0.042486297802477
544.873,588.73,590.566,9.90005751448923,-2.29347537398635,-2.25231186856928,0.041163505417068
562.974,577.194,579.048,10.100263239393,-2.55211491564827,-2.51054784645261,0.041567069195667
581.26,555.7,557.49,10.3025151528558,-3.03401490771497,-2.99388273195432,0.040132175760648
599.136,523.053,525.479,10.5002322700526,-3.7659675010434,-3.71157607177226,0.054391429271137
617.192,488.97,493.096,10.699940273415,-4.53011551582005,-4.43760972968125,0.092505786138792
635.293,448.725,458.779,10.9001459983188,-5.43241686413698,-5.20700407357968,0.225412790557297
,,,,,,
,,,,,,
,,,,,,
6,-6.5,,,,,
192.261,401.108,,,,,
11,0,,,,,
644.321,691.025,,,,,
,,,,,,
,,,,,,
0.011060478697518,0.02242020992215,,,,,
