1.759140000000000100e+03 5.852770000000000437e+03
1.752340000000000146e+03 5.852770000000000437e+03
1.747190000000000055e+03 5.863790000000000873e+03
1.727660000000000082e+03 5.906090000000001055e+03
1.727660000000000082e+03 5.906130000000001019e+03
1.708120000000000118e+03 5.949840000000001055e+03
1.708090000000000146e+03 5.949880000000001019e+03
1.688550000000000182e+03 5.995780000000000655e+03
1.688550000000000182e+03 5.995860000000000582e+03
1.669020000000000209e+03 6.044020000000000437e+03
1.668980000000000246e+03 6.044060000000000400e+03
1.649450000000000273e+03 6.094060000000000400e+03
1.610390000000000327e+03 6.196020000000000437e+03
1.590900000000000318e+03 6.246210000000000036e+03
1.571370000000000346e+03 6.295159999999999854e+03
1.551840000000000373e+03 6.342579999999999927e+03
1.532300000000000409e+03 6.388119999999999891e+03
1.512810000000000400e+03 6.431640000000000327e+03
1.493320000000000391e+03 6.472810000000000400e+03
1.473830000000000382e+03 6.511450000000000728e+03
1.454340000000000373e+03 6.547340000000001055e+03
1.434880000000000337e+03 6.580390000000001237e+03
1.415390000000000327e+03 6.610620000000000800e+03
1.395940000000000282e+03 6.638090000000001055e+03
1.395430000000000291e+03 6.638750000000000909e+03
1.398710000000000264e+03 6.644490000000000691e+03
1.400820000000000164e+03 6.641800000000001091e+03
1.400900000000000091e+03 6.641680000000001201e+03
1.409960000000000036e+03 6.628910000000000764e+03
1.409180000000000064e+03 6.628050000000001091e+03
1.413400000000000091e+03 6.624060000000001310e+03
1.420430000000000064e+03 6.614100000000001273e+03
1.420509999999999991e+03 6.613980000000001382e+03
1.440039999999999964e+03 6.583670000000000982e+03
1.440119999999999891e+03 6.583550000000001091e+03
1.459649999999999864e+03 6.550390000000001237e+03
1.459689999999999827e+03 6.550310000000001310e+03
1.479219999999999800e+03 6.514340000000001055e+03
1.479259999999999764e+03 6.514220000000001164e+03
1.498789999999999736e+03 6.475550000000001091e+03
1.498829999999999700e+03 6.475470000000001164e+03
1.518359999999999673e+03 6.434220000000001164e+03
1.518399999999999636e+03 6.434140000000001237e+03
1.537929999999999609e+03 6.390590000000001055e+03
1.537969999999999573e+03 6.390550000000001091e+03
1.557459999999999582e+03 6.344960000000000946e+03
1.557499999999999545e+03 6.344920000000000982e+03
1.577029999999999518e+03 6.297500000000000909e+03
1.577029999999999518e+03 6.297460000000000946e+03
1.596559999999999491e+03 6.248480000000001382e+03
1.596559999999999491e+03 6.248440000000001419e+03
1.616089999999999463e+03 6.198240000000001601e+03
1.616129999999999427e+03 6.198200000000001637e+03
1.635659999999999400e+03 6.147230000000001382e+03
1.655199999999999363e+03 6.096290000000001783e+03
1.655159999999999400e+03 6.096290000000001783e+03
1.674689999999999372e+03 6.046290000000001783e+03
1.694219999999999345e+03 5.998160000000001673e+03
1.713709999999999354e+03 5.952300000000002001e+03
1.733239999999999327e+03 5.908630000000001928e+03
1.752769999999999300e+03 5.866370000000001710e+03
1.752729999999999336e+03 5.866410000000001673e+03
1.759139999999999418e+03 5.852770000000001346e+03
1.590899999999999409e+03 6.246210000000000946e+03
1.590899999999999409e+03 6.246210000000000946e+03
1.391369999999999436e+03 6.643950000000000728e+03
1.376519999999999527e+03 6.662890000000000327e+03
1.357109999999999445e+03 6.685079999999999927e+03
1.337699999999999363e+03 6.704840000000000146e+03
1.318319999999999254e+03 6.722230000000000473e+03
1.298949999999999363e+03 6.737340000000000146e+03
1.279609999999999445e+03 6.750350000000000364e+03
1.260269999999999527e+03 6.761329999999999927e+03
1.240939999999999600e+03 6.770470000000000255e+03
1.229959999999999582e+03 6.774730000000000473e+03
1.246839999999999691e+03 6.774450000000000728e+03
1.263009999999999764e+03 6.766800000000001091e+03
1.263199999999999818e+03 6.766720000000001164e+03
1.282729999999999791e+03 6.755620000000000800e+03
1.282929999999999836e+03 6.755510000000001128e+03
1.302459999999999809e+03 6.742380000000001019e+03
1.302659999999999854e+03 6.742270000000001346e+03
1.322189999999999827e+03 6.726990000000001601e+03
1.322339999999999918e+03 6.726880000000001928e+03
1.341879999999999882e+03 6.709340000000001965e+03
1.341989999999999782e+03 6.709220000000002074e+03
1.361519999999999754e+03 6.689340000000001965e+03
1.361639999999999645e+03 6.689180000000002110e+03
1.381169999999999618e+03 6.666840000000001965e+03
1.381289999999999509e+03 6.666720000000002074e+03
1.394649999999999409e+03 6.649690000000002328e+03
1.391369999999999436e+03 6.643950000000002547e+03
1.214729999999999563e+03 6.780160000000002583e+03
1.202269999999999527e+03 6.784060000000002219e+03
1.191129999999999427e+03 6.786880000000001928e+03
1.192579999999999472e+03 6.792810000000002219e+03
1.203869999999999436e+03 6.789960000000001855e+03
1.204019999999999527e+03 6.789920000000001892e+03
1.216169999999999618e+03 6.786090000000001965e+03
1.214729999999999563e+03 6.780160000000001673e+03
1.179179999999999609e+03 6.789690000000001419e+03
1.163479999999999563e+03 6.792850000000001273e+03
1.155199999999999591e+03 6.794220000000001164e+03
1.155119999999999663e+03 6.798710000000000946e+03
1.142849999999999682e+03 6.798550000000001091e+03
1.142889999999999645e+03 6.796130000000001019e+03
1.124609999999999673e+03 6.798550000000001091e+03
1.105119999999999663e+03 6.800660000000000764e+03
1.093789999999999736e+03 6.801760000000001128e+03
1.095899999999999636e+03 6.807380000000001019e+03
1.094839999999999691e+03 6.807810000000001310e+03
1.105739999999999782e+03 6.806800000000001091e+03
1.125349999999999682e+03 6.804650000000001455e+03
1.144919999999999618e+03 6.802070000000001528e+03
1.144999999999999545e+03 6.802070000000001528e+03
