1.832029999999999973e+03 5.852770000000000437e+03
1.825470000000000027e+03 5.852770000000000437e+03
1.825230000000000018e+03 5.853360000000000582e+03
1.825230000000000018e+03 5.853400000000000546e+03
1.805700000000000045e+03 5.905390000000000327e+03
1.805700000000000045e+03 5.905470000000000255e+03
1.786170000000000073e+03 5.959570000000000618e+03
1.786130000000000109e+03 5.959610000000000582e+03
1.766600000000000136e+03 6.017190000000000509e+03
1.766600000000000136e+03 6.017270000000000437e+03
1.747070000000000164e+03 6.078240000000000691e+03
1.747030000000000200e+03 6.078240000000000691e+03
1.727540000000000191e+03 6.141050000000001091e+03
1.708010000000000218e+03 6.203950000000000728e+03
1.688480000000000246e+03 6.265660000000000764e+03
1.668950000000000273e+03 6.325040000000000873e+03
1.649410000000000309e+03 6.381880000000001019e+03
1.629920000000000300e+03 6.435700000000000728e+03
1.610430000000000291e+03 6.486130000000001019e+03
1.590940000000000282e+03 6.532190000000001419e+03
1.571450000000000273e+03 6.574020000000001346e+03
1.551950000000000273e+03 6.611720000000001164e+03
1.532540000000000191e+03 6.645310000000001310e+03
1.513090000000000146e+03 6.674610000000001492e+03
1.493710000000000036e+03 6.700040000000001783e+03
1.474340000000000146e+03 6.721910000000001673e+03
1.455000000000000227e+03 6.740470000000002074e+03
1.435700000000000273e+03 6.755660000000001673e+03
1.428550000000000182e+03 6.760160000000001673e+03
1.423710000000000264e+03 6.764060000000001310e+03
1.422890000000000327e+03 6.764690000000001419e+03
1.403360000000000355e+03 6.777110000000001492e+03
1.402580000000000382e+03 6.777540000000001783e+03
1.383050000000000409e+03 6.787420000000001892e+03
1.382270000000000437e+03 6.787770000000002256e+03
1.362730000000000473e+03 6.795470000000002074e+03
1.361990000000000464e+03 6.795740000000002510e+03
1.356800000000000409e+03 6.797300000000002910e+03
1.360000000000000455e+03 6.796600000000003092e+03
1.360230000000000473e+03 6.796520000000003165e+03
1.379770000000000437e+03 6.790740000000003420e+03
1.380000000000000455e+03 6.790660000000003492e+03
1.399530000000000427e+03 6.783050000000003820e+03
1.419300000000000409e+03 6.773160000000003492e+03
1.419570000000000391e+03 6.773050000000003820e+03
1.439100000000000364e+03 6.760780000000003383e+03
1.439380000000000337e+03 6.760590000000003783e+03
1.458910000000000309e+03 6.745160000000003492e+03
1.459140000000000327e+03 6.744960000000003674e+03
1.478670000000000300e+03 6.726250000000003638e+03
1.478830000000000382e+03 6.726050000000003820e+03
1.498360000000000355e+03 6.703980000000004111e+03
1.498520000000000437e+03 6.703830000000004475e+03
1.518050000000000409e+03 6.678240000000004329e+03
1.518160000000000309e+03 6.678090000000004693e+03
1.537700000000000273e+03 6.648630000000004657e+03
1.537770000000000209e+03 6.648480000000005020e+03
1.557300000000000182e+03 6.614730000000005020e+03
1.557380000000000109e+03 6.614610000000005130e+03
1.576910000000000082e+03 6.576800000000004729e+03
1.576950000000000045e+03 6.576680000000004839e+03
1.596480000000000018e+03 6.534730000000005020e+03
1.596559999999999945e+03 6.534610000000005130e+03
1.616089999999999918e+03 6.488480000000005020e+03
1.616089999999999918e+03 6.488400000000005093e+03
1.635659999999999854e+03 6.437890000000004875e+03
1.635659999999999854e+03 6.437850000000004911e+03
1.655199999999999818e+03 6.383950000000005275e+03
1.655229999999999791e+03 6.383870000000005348e+03
1.674769999999999754e+03 6.326990000000005239e+03
1.674769999999999754e+03 6.326950000000005275e+03
1.694299999999999727e+03 6.267540000000005421e+03
1.713829999999999700e+03 6.205780000000005202e+03
1.733359999999999673e+03 6.142850000000004911e+03
1.752889999999999645e+03 6.080080000000004475e+03
1.752889999999999645e+03 6.080120000000004438e+03
1.772419999999999618e+03 6.019140000000004875e+03
1.791909999999999627e+03 5.961600000000004911e+03
1.811449999999999591e+03 5.907540000000004511e+03
1.830979999999999563e+03 5.855550000000004729e+03
1.832029999999999518e+03 5.852770000000004984e+03
1.708009999999999536e+03 6.203950000000005275e+03
1.708009999999999536e+03 6.203950000000005275e+03
