5.5,-1.9
6.421003589,-1.9205365829
6.4530025241,-1.922738211
6.5933780124,-1.9329783421
6.6012164715,-1.9333367467
6.9011872885,-1.9549434233
6.9894019527,-1.9617531104
7.021964069,-1.9643643439
7.1013726263,-1.9709692284
7.1193944266,-1.9727612513
7.1457615491,-1.9751676821
7.2015676918,-1.9803389483
7.3019675505,-1.9913470892
7.4025722024,-2.0045568583
7.4543848781,-2.0217602785
7.5031768543,-2.020941068
7.5849405332,-2.0373764784
7.6461736953,-2.0519686652
7.7039765717,-2.066560852
7.7669504759,-2.0863755056
7.9239756501,-2.1459730685
8.0067632949,-2.1851415698
8.1087503008,-2.2429471097
8.209764539,-2.3107367774
8.3097548114,-2.3889713788
8.4105642564,-2.4793405356
8.51111771,-2.5817418463
8.6117223619,-2.6969433209
8.6807376651,-2.7847524448
8.7123270138,-2.8251497619
8.7591222564,-2.8911474067
8.7767344703,-2.9159797245
8.8127268724,-2.9669755773
8.9131267311,-3.1227791716
9.0135265898,-3.2931749526
9.1137216553,-3.4777533152
9.2139167209,-3.6763606574
9.3141117864,-3.8879729661
9.4143068519,-4.1113614254
9.5142971242,-4.3449900159
9.6144921897,-4.5879883263
9.714482462,-4.8391787415
9.8144727343,-5.0962060314
9.9146677999,-5.3573805745
10.0147092705,-5.6181967129
10.1144947496,-5.8741999898
10.2144850219,-6.120628744
10.3142705011,-6.3554349496
10.4142607734,-6.5790282116
10.5140462525,-6.7951973785
10.5468643604,-6.8650350724
