5.3050240888,-1.6475346884
5.4048198076,-1.663355691
5.5048561584,-1.6787670882
5.6048515505,-1.6939736829
5.7044271167,-1.7085658696
5.8044276286,-1.7229532538
5.9042028681,-1.7369310327
6.0042392189,-1.7507552097
6.1040349377,-1.7639649788
6.1042346111,-1.7639649788
6.2040098506,-1.7769699452
6.3038106892,-1.7895653064
6.3040103625,-1.7895653064
6.3962236137,-1.792
6.5035813208,-1.8135272131
6.6036176716,-1.8249449593
6.7034082706,-1.8361579028
6.8031937497,-1.8467564385
6.903184022,-1.8571501715
7.0029695012,-1.8673391019
7.1029597735,-1.8769648251
7.2030012441,-1.8863345451
7.3029915164,-1.895550663
7.4027769956,-1.9043571758
7.5025624747,-1.9129588859
7.602552747,-1.9211509907
7.7025430194,-1.9295478982
7.8025332917,-1.9381496083
7.9027795555,-1.946956121
8.002974621,-1.9565306436
8.1035280746,-1.9677435871
8.2053614856,-1.9815677641
8.3053517579,-1.9987711843
8.4067243842,-2.0211458707
8.4869521142,-2.0289795709
8.6045546004,-2.0625672009
8.7057224336,-2.1019405048
8.806941465,-2.152577953
8.9083140913,-2.2159643643
9.0097379159,-2.295939788
9.1109057491,-2.3927602273
9.2117151941,-2.5067840868
9.3125246392,-2.6385745738
9.4134876791,-2.7909477241
9.5138875378,-2.9643643439
9.6138778101,-3.1579540218
9.6140826033,-3.1585684297
9.7140728757,-3.3733551789
9.8144727343,-3.6105678153
9.9146677999,-3.8693871282
10.0147092705,-4.1453586606
10.114904336,-4.4369975936
10.2148946083,-4.7413854897
10.3148848806,-5.0576007373
10.414875153,-5.3798064615
10.5148654253,-5.7011929753
10.6148556976,-6.0132097691
10.7146411767,-6.3078183401
10.8146826474,-6.584609083
10.9200487408,-6.8650350724
